date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:26:01	13577/13577	U-----	200	untouched ('OK')	application/x-javascript	etag:%223509-6973c838-8ade25db3c6ff435;gz%22	https://fabianahairstyleportimao.pt/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:02	3093/3093	U-----	200	untouched ('')	image/jpeg	etag:%22c15-6978e1ff-61d1bea17ac94d6e;;;%22	https://fabianahairstyleportimao.pt/wp-content/uploads/2026/01/cropped-WhatsApp-Image-2026-01-27-at-12.56.05-180x180.jpeg	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/uploads/2026/01/cropped-WhatsApp-Image-2026-01-27-at-12.56.05-180x180.jpg	(from https://fabianahairstyleportimao.pt/blog/)
11:26:02	910/910	U-----	200	untouched ('')	image/jpeg	etag:%2238e-6978e1ff-1c780b7183c36c02;;;%22	https://fabianahairstyleportimao.pt/wp-content/uploads/2026/01/cropped-WhatsApp-Image-2026-01-27-at-12.56.05-32x32.jpeg	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/uploads/2026/01/cropped-WhatsApp-Image-2026-01-27-at-12.56.05-32x32.jpg	(from https://fabianahairstyleportimao.pt/blog/)
11:26:02	3313/3313	U-----	200	untouched ('')	image/jpeg	etag:%22cf1-6978e1ff-62e06e91304a3ffb;;;%22	https://fabianahairstyleportimao.pt/wp-content/uploads/2026/01/cropped-WhatsApp-Image-2026-01-27-at-12.56.05-192x192.jpeg	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/uploads/2026/01/cropped-WhatsApp-Image-2026-01-27-at-12.56.05-192x192.jpg	(from https://fabianahairstyleportimao.pt/blog/)
11:26:09	254047/254047	U-----	200	untouched ('')	image/jpeg	etag:%223e05f-697a700e-44fb7252fc2714df;;;%22	https://fabianahairstyleportimao.pt/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-28-at-09.38.27.jpeg	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-28-at-09.38.27.jpg	(from https://fabianahairstyleportimao.pt/blog/)
11:26:09	400255/400255	U-----	200	untouched ('')	image/jpeg	etag:%2261b7f-69791b89-ff06572194918e5c;;;%22	https://fabianahairstyleportimao.pt/wp-content/uploads/2026/01/347355743_228116929929331_7999751264782455972_n.jpg	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/uploads/2026/01/347355743_228116929929331_7999751264782455972_n.jpg	(from https://fabianahairstyleportimao.pt/blog/)
11:26:10	364069/364069	U-----	200	untouched ('')	image/jpeg	etag:%2258e25-69791a2a-fb032bdf9483e128;;;%22	https://fabianahairstyleportimao.pt/wp-content/uploads/2026/01/470167771_18028313288405227_1042718237534056430_n.jpg	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/uploads/2026/01/470167771_18028313288405227_1042718237534056430_n.jpg	(from https://fabianahairstyleportimao.pt/blog/)
11:26:16	218788/218788	U-----	200	untouched ('')	image/jpeg	etag:%22356a4-697907da-3577431c77e2321f;;;%22	https://fabianahairstyleportimao.pt/wp-content/uploads/2026/01/92811007_1861589647306396_1903022952849342464_n.jpg	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/uploads/2026/01/92811007_1861589647306396_1903022952849342464_n.jpg	(from https://fabianahairstyleportimao.pt/blog/)
11:26:17	46471/46471	U-----	200	untouched ('')	image/jpeg	etag:%22b587-6978e1d1-27d51ed1315a44c0;;;%22	https://fabianahairstyleportimao.pt/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-27-at-12.56.05.jpeg	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-27-at-12.56.05.jpg	(from https://fabianahairstyleportimao.pt/blog/)
11:26:17	5520/5520	U-----	200	untouched ('OK')	application/x-javascript	etag:%221590-6973c838-c50f0bb65554b260;gz%22	https://fabianahairstyleportimao.pt/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-includes/js/imagesloaded.minbb93.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:24	21197/21197	U-----	200	untouched ('OK')	application/x-javascript	etag:%2252cd-69776a8e-bd5252dba5a1239b;gz%22	https://fabianahairstyleportimao.pt/wp-content/themes/pure-skin/assets/js/frontend.min.js?ver=1.0.0	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/themes/pure-skin/assets/js/frontend.min8a54.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:25	5722/5722	U-----	200	untouched ('OK')	application/x-javascript	etag:%22165a-69a72168-40b9451a5d717744;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.35.6	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/elementor/assets/js/webpack.runtime.min6740.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:25	50503/50503	U-----	200	untouched ('OK')	application/x-javascript	etag:%22c547-69a72168-7cc157ceacea84d9;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.35.6	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/elementor/assets/js/frontend-modules.min6740.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:31	21464/21464	U-----	200	untouched ('OK')	application/x-javascript	etag:%2253d8-6973c838-ddb5f21d617681ac;gz%22	https://fabianahairstyleportimao.pt/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-includes/js/jquery/ui/core.minb37e.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:33	31928/31928	U-----	200	untouched ('OK')	application/x-javascript	etag:%227cb8-69a72168-3a2f94847e8cca74;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.35.6	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/elementor/assets/js/frontend.min6740.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:33	7546/7546	U-----	200	untouched ('OK')	application/x-javascript	etag:%221d7a-6977696b-b5bd2f67631c1d25;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/js/webpack.runtime.min.js?ver=1.20.1	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/js/webpack.runtime.min5095.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:39	10315/10315	U-----	200	untouched ('OK')	application/x-javascript	etag:%22284b-6977696b-34e30a4f2f9b327e;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/basicScroll/basicScroll.min.js?ver=3.0.3	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/basicScroll/basicScroll.min19ce.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:40	17493/17493	U-----	200	untouched ('OK')	application/x-javascript	etag:%224455-6977696b-b6ee80f7fd0742eb;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/anime/anime.min.js?ver=3.2.1	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/anime/anime.mindeae.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:40	11677/11677	U-----	200	untouched ('OK')	application/x-javascript	etag:%222d9d-6977696b-eb65de83ff6224e;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/vanilla-tilt/vanilla-tilt.min.js?ver=1.7.0	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/vanilla-tilt/vanilla-tilt.min7d4c.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:47	11408/11408	U-----	200	untouched ('OK')	application/x-javascript	etag:%222c90-6977696b-89ef160a60046e22;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/hc-sticky/hc-sticky.min.js?ver=2.2.6	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/hc-sticky/hc-sticky.mindbc2.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:47	5183/5183	U-----	200	untouched ('OK')	application/x-javascript	etag:%22143f-6977696b-f6a2d2c12b1327b7;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/headroom/headroom.min.js?ver=0.12.0	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/headroom/headroom.mindab2.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:48	89497/89497	U-----	200	untouched ('OK')	application/x-javascript	etag:%2215d99-6977696b-83c3e407b559458f;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/js/frontend.min.js?ver=1.20.1	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/js/frontend.min5095.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:49	102025/102025	U-----	200	untouched ('OK')	text/css	etag:%226421d693-547f%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	C:/Meus%20Sites/clonar%20site/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	(from https://fabianahairstyleportimao.pt/blog/)
11:26:49	18296/18296	U-----	200	untouched ('OK')	application/x-javascript	etag:%224778-6977696b-bdbc46f14ef0db66;gz%22	https://fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/perfect-scrollbar/perfect-scrollbar.min.js?ver=1.4.0	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-content/plugins/cmsmasters-elementor-addon/assets/lib/perfect-scrollbar/perfect-scrollbar.min2fca.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:49	36748/36748	U-----	200	untouched ('OK')	application/x-javascript	etag:%228f8c-6973c838-50465cf4b1639d4c;gz%22	https://fabianahairstyleportimao.pt/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.13.3	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/wp-includes/js/jquery/ui/datepicker.minb37e.js	(from https://fabianahairstyleportimao.pt/blog/)
11:26:50	89097/89097	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Apr%202026%2010:26:50%20GMT	https://fabianahairstyleportimao.pt/blog/OPR/	C:/Meus%20Sites/clonar%20site/fabianahairstyleportimao.pt/blog/OPR/index.html	(from https://fabianahairstyleportimao.pt/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.35.6)
